recency,frequency,monetary,normalized_recency,normalized_frequency,normalized_monetary,fcm_cluster,k_means_cluster,Cluster_name
282,3,7037,2,2,3,4,2,About to Sleep
260,6,12144,3,5,4,3,0,Potential Loyalist
292,3,10038,2,2,4,4,2,About to Sleep
296,5,11541,2,4,4,2,0,Potential Loyalist
99,1,3824,4,1,1,4,2,About to Sleep
633,1,2618,1,1,1,1,1,Hibernating
33,5,9843,5,4,4,0,3,Champions
8,4,9563,5,3,3,0,3,Champions
276,4,11266,2,3,4,2,0,About to Sleep
34,2,8108,5,1,3,3,4,Loyal Customer
70,2,4104,4,1,2,4,2,About to Sleep
686,2,2256,1,1,1,1,1,Hibernating
100,6,14785,4,5,5,0,3,Champions
227,5,15034,3,4,5,3,4,Loyal Customer
58,4,10600,5,3,4,0,3,Champions
415,3,10977,2,2,4,4,2,About to Sleep
1,6,14034,5,5,5,0,3,Champions
345,3,12428,2,2,4,4,2,About to Sleep
524,2,10552,1,1,4,4,2,About to Sleep
11,8,10426,5,5,4,0,3,Champions
62,2,5510,5,1,2,3,4,Loyal Customer
22,3,10913,5,2,4,0,4,Loyal Customer
37,4,6683,5,3,2,0,3,Champions
946,1,1057,1,1,1,1,1,Hibernating
25,1,1225,5,1,1,2,0,Potential Loyalist
14,2,6226,5,1,2,3,4,Loyal Customer
51,8,15088,5,5,5,0,3,Champions
158,6,11358,3,5,4,3,0,Potential Loyalist
375,3,2897,2,2,1,1,1,Hibernating
109,4,6176,4,3,2,2,0,Potential Loyalist
493,4,6152,1,3,2,4,2,About to Sleep
80,7,12655,4,5,4,0,3,Champions
180,3,6724,3,2,3,2,2,About to Sleep
132,2,10747,4,1,4,3,4,Loyal Customer
209,5,13289,3,4,4,3,0,Potential Loyalist
357,2,7006,2,1,3,4,2,About to Sleep
412,2,996,2,1,1,1,1,Hibernating
449,5,11717,2,4,4,2,0,Potential Loyalist
780,1,273,1,1,1,1,1,Hibernating
66,2,8220,4,1,3,2,4,Loyal Customer
137,4,4411,4,3,2,2,0,Potential Loyalist
400,4,13004,2,3,4,2,0,About to Sleep
11,3,5485,5,2,2,3,3,Champions
844,2,6095,1,1,2,1,1,Hibernating
503,3,4122,1,2,2,1,1,Hibernating
78,4,11218,4,3,4,3,4,Loyal Customer
23,5,11783,5,4,4,0,3,Champions
354,3,8938,2,2,3,4,2,About to Sleep
820,2,10500,1,1,4,4,2,About to Sleep
549,1,1247,1,1,1,1,1,Hibernating
110,5,9279,4,4,3,3,3,Champions
22,6,11336,5,5,4,0,3,Champions
130,5,10142,4,4,4,3,3,Champions
269,4,10394,2,3,4,2,0,About to Sleep
188,4,7262,3,3,3,2,0,Potential Loyalist
358,1,6390,2,1,2,4,2,Hibernating
24,2,3720,5,1,1,2,0,Potential Loyalist
180,4,10898,3,3,4,3,4,Loyal Customer
62,4,10718,5,3,4,0,3,Champions
332,3,4542,2,2,2,4,2,About to Sleep
178,4,7361,3,3,3,2,0,Potential Loyalist
169,4,3415,3,3,1,2,0,Potential Loyalist
9,5,19825,5,4,5,0,3,Champions
357,6,8582,2,5,3,2,0,Potential Loyalist
117,6,17422,4,5,5,0,3,Champions
508,2,2676,1,1,1,1,1,Hibernating
533,4,8954,1,3,3,4,2,About to Sleep
464,3,5663,1,2,2,1,1,Hibernating
255,2,4518,3,1,2,4,2,About to Sleep
72,2,2313,4,1,1,4,2,About to Sleep
149,8,11273,4,5,4,0,3,Champions
119,5,8574,4,4,3,3,3,Champions
214,4,8855,3,3,3,2,0,Potential Loyalist
36,4,9769,5,3,4,0,3,Champions
271,6,11329,2,5,4,2,0,Potential Loyalist
51,2,7619,5,1,3,3,4,Loyal Customer
4,5,15028,5,4,5,0,3,Champions
290,3,11525,2,2,4,4,2,About to Sleep
88,1,2541,4,1,1,4,2,About to Sleep
237,4,11394,3,3,4,3,4,Loyal Customer
27,5,15410,5,4,5,0,3,Champions
367,4,4774,2,3,2,4,2,About to Sleep
156,5,12943,3,4,4,3,0,Potential Loyalist
165,3,7558,3,2,3,2,2,About to Sleep
134,6,15716,4,5,5,0,3,Champions
442,4,8753,2,3,3,2,0,About to Sleep
71,8,14157,4,5,5,0,3,Champions
325,4,12893,2,3,4,2,0,About to Sleep
199,5,5957,3,4,2,2,0,Potential Loyalist
559,2,6543,1,1,2,1,1,Hibernating
211,5,5271,3,4,2,2,0,Potential Loyalist
27,6,25061,5,5,5,0,3,Champions
453,3,3385,2,2,1,1,1,Hibernating
128,1,5576,4,1,2,4,2,About to Sleep
359,2,4315,2,1,2,4,2,Hibernating
43,3,10360,5,2,4,0,4,Loyal Customer
127,5,9747,4,4,4,3,3,Champions
637,2,3881,1,1,1,1,1,Hibernating
44,3,3131,5,2,1,3,0,Potential Loyalist
447,5,15849,2,4,5,2,0,Loyal Customer
138,5,12624,4,4,4,3,3,Champions
83,2,3033,4,1,1,4,2,About to Sleep
117,5,9503,4,4,3,3,3,Champions
6,1,3105,5,1,1,2,0,Potential Loyalist
240,2,3470,3,1,1,1,1,Hibernating
231,5,18032,3,4,5,3,4,Loyal Customer
440,6,13774,2,5,5,3,0,Potential Loyalist
735,2,6365,1,1,2,1,1,Hibernating
327,4,10354,2,3,4,2,0,About to Sleep
174,5,15288,3,4,5,3,4,Loyal Customer
120,6,10257,4,5,4,0,3,Champions
142,2,998,4,1,1,4,2,About to Sleep
492,2,4715,1,1,2,1,1,Hibernating
515,2,1152,1,1,1,1,1,Hibernating
76,3,9782,4,2,4,3,4,Loyal Customer
368,3,2160,2,2,1,1,1,Hibernating
144,7,21154,4,5,5,0,3,Champions
119,5,16492,4,4,5,3,3,Champions
32,5,16545,5,4,5,0,3,Champions
87,7,16489,4,5,5,0,3,Champions
402,3,4853,2,2,2,4,2,About to Sleep
16,5,19889,5,4,5,0,3,Champions
9,7,19503,5,5,5,0,3,Champions
45,4,5478,5,3,2,0,3,Champions
510,2,7272,1,1,3,4,2,About to Sleep
878,2,1514,1,1,1,1,1,Hibernating
429,3,11071,2,2,4,4,2,About to Sleep
659,3,9204,1,2,3,4,2,About to Sleep
1106,1,1274,1,1,1,1,1,Hibernating
11,6,15479,5,5,5,0,3,Champions
88,4,2241,4,3,1,2,0,Potential Loyalist
227,2,7604,3,1,3,4,2,About to Sleep
12,7,15308,5,5,5,0,3,Champions
37,3,3504,5,2,1,3,0,Potential Loyalist
590,3,6694,1,2,2,1,1,Hibernating
652,1,1900,1,1,1,1,1,Hibernating
396,4,11610,2,3,4,2,0,About to Sleep
112,9,21647,4,5,5,0,3,Champions
76,4,9692,4,3,4,3,4,Loyal Customer
107,4,9887,4,3,4,3,4,Loyal Customer
730,1,558,1,1,1,1,1,Hibernating
279,6,11665,2,5,4,2,0,Potential Loyalist
35,5,14386,5,4,5,0,3,Champions
27,5,8382,5,4,3,0,3,Champions
189,6,6982,3,5,3,2,0,Potential Loyalist
54,4,11405,5,3,4,0,3,Champions
60,6,11797,5,5,4,0,3,Champions
567,6,13939,1,5,5,2,0,Potential Loyalist
568,1,1443,1,1,1,1,1,Hibernating
228,3,7334,3,2,3,2,2,About to Sleep
102,3,3732,4,2,1,2,0,Potential Loyalist
65,3,3423,4,2,1,2,0,Potential Loyalist
284,1,850,2,1,1,1,1,Hibernating
93,6,21595,4,5,5,0,3,Champions
36,5,18782,5,4,5,0,3,Champions
195,5,10103,3,4,4,3,0,Potential Loyalist
64,4,15277,5,3,5,0,4,Champions
64,5,5803,5,4,2,0,3,Champions
437,2,2576,2,1,1,1,1,Hibernating
117,3,4142,4,2,2,2,0,Potential Loyalist
39,5,11979,5,4,4,0,3,Champions
331,5,20238,2,4,5,2,0,Loyal Customer
416,2,1858,2,1,1,1,1,Hibernating
690,2,3845,1,1,1,1,1,Hibernating
41,2,1325,5,1,1,2,0,Potential Loyalist
114,4,9890,4,3,4,3,4,Loyal Customer
112,5,14251,4,4,5,3,3,Champions
304,5,16723,2,4,5,2,0,Loyal Customer
842,2,1847,1,1,1,1,1,Hibernating
186,4,5139,3,3,2,2,0,Potential Loyalist
69,4,8155,4,3,3,3,0,Potential Loyalist
196,4,6687,3,3,2,2,0,Potential Loyalist
84,7,17343,4,5,5,0,3,Champions
286,4,7995,2,3,3,2,0,About to Sleep
8,3,6831,5,2,3,0,4,Loyal Customer
345,2,8340,2,1,3,4,2,About to Sleep
280,3,11205,2,2,4,4,2,About to Sleep
11,4,12925,5,3,4,0,3,Champions
26,5,9945,5,4,4,0,3,Champions
446,2,2693,2,1,1,1,1,Hibernating
151,2,4402,3,1,2,4,2,About to Sleep
164,2,4949,3,1,2,4,2,About to Sleep
35,3,6334,5,2,2,3,3,Champions
373,4,14371,2,3,5,2,4,Loyal Customer
154,7,14170,3,5,5,3,3,Champions
665,5,7559,1,4,3,2,0,About to Sleep
512,4,8509,1,3,3,4,2,About to Sleep
184,3,6009,3,2,2,4,2,About to Sleep
23,4,13010,5,3,4,0,3,Champions
236,5,8836,3,4,3,2,0,Potential Loyalist
331,4,15443,2,3,5,2,4,Loyal Customer
194,1,4212,3,1,2,4,2,About to Sleep
58,3,5140,5,2,2,3,3,Champions
12,5,23224,5,4,5,0,3,Champions
17,4,9471,5,3,3,0,3,Champions
427,6,9743,2,5,4,2,0,Potential Loyalist
178,7,16267,3,5,5,3,3,Champions
18,8,16158,5,5,5,0,3,Champions
384,4,14471,2,3,5,2,4,Loyal Customer
258,4,8291,3,3,3,2,0,Potential Loyalist
242,5,14991,3,4,5,3,4,Loyal Customer
56,5,9674,5,4,4,0,3,Champions
289,3,4134,2,2,2,4,2,About to Sleep
156,3,6249,3,2,2,4,2,About to Sleep
49,4,5702,5,3,2,0,3,Champions
49,4,5876,5,3,2,0,3,Champions
286,1,993,2,1,1,1,1,Hibernating
211,4,7235,3,3,3,2,0,Potential Loyalist
7,7,16890,5,5,5,0,3,Champions
14,6,6913,5,5,3,0,3,Champions
45,6,19198,5,5,5,0,3,Champions
711,2,2573,1,1,1,1,1,Hibernating
149,5,17551,4,4,5,3,3,Champions
645,5,20011,1,4,5,2,0,About to Sleep
458,3,12861,1,2,4,4,2,About to Sleep
175,5,5491,3,4,2,2,0,Potential Loyalist
582,2,11304,1,1,4,4,2,About to Sleep
181,1,1475,3,1,1,1,1,Hibernating
75,5,11399,4,4,4,3,3,Champions
47,4,12976,5,3,4,0,3,Champions
551,2,7225,1,1,3,4,2,About to Sleep
566,2,5735,1,1,2,1,1,Hibernating
87,6,8800,4,5,3,0,3,Champions
41,5,8285,5,4,3,0,3,Champions
123,3,6852,4,2,3,3,4,Loyal Customer
171,1,3584,3,1,1,1,1,Hibernating
124,2,2446,4,1,1,4,2,About to Sleep
456,4,11967,1,3,4,4,2,About to Sleep
231,4,6542,3,3,2,2,0,Potential Loyalist
147,3,6943,4,2,3,3,4,Loyal Customer
930,1,687,1,1,1,1,1,Hibernating
216,2,4549,3,1,2,4,2,About to Sleep
461,4,5735,1,3,2,4,2,About to Sleep
23,2,7799,5,1,3,3,4,Loyal Customer
4,3,4694,5,2,2,3,3,Champions
212,2,3777,3,1,1,1,1,Hibernating
11,5,16627,5,4,5,0,3,Champions
369,4,5772,2,3,2,4,2,About to Sleep
867,1,5360,1,1,2,1,1,Hibernating
112,3,7215,4,2,3,3,4,Loyal Customer
191,6,11199,3,5,4,3,0,Potential Loyalist
221,5,15118,3,4,5,3,4,Loyal Customer
463,5,9155,1,4,3,2,0,About to Sleep
198,2,2573,3,1,1,1,1,Hibernating
667,4,4252,1,3,2,4,2,About to Sleep
65,2,4386,4,1,2,4,2,About to Sleep
116,7,25583,4,5,5,0,3,Champions
61,2,5736,5,1,2,3,4,Loyal Customer
104,2,835,4,1,1,4,2,About to Sleep
223,4,8459,3,3,3,2,0,Potential Loyalist
181,6,19063,3,5,5,3,3,Champions
177,5,9107,3,4,3,2,0,Potential Loyalist
180,3,10886,3,2,4,2,4,Loyal Customer
230,7,21623,3,5,5,3,3,Champions
259,6,7353,3,5,3,2,0,Potential Loyalist
377,5,17245,2,4,5,2,0,Loyal Customer
142,5,14707,4,4,5,3,3,Champions
417,2,7008,2,1,3,4,2,About to Sleep
4,4,7856,5,3,3,0,3,Champions
503,3,9222,1,2,3,4,2,About to Sleep
74,7,12306,4,5,4,0,3,Champions
174,3,13947,3,2,5,3,4,Loyal Customer
545,3,1625,1,2,1,1,1,Hibernating
64,3,7972,5,2,3,0,4,Loyal Customer
57,4,10924,5,3,4,0,3,Champions
76,3,4105,4,2,2,2,0,Potential Loyalist
39,5,16498,5,4,5,0,3,Champions
207,4,9978,3,3,4,3,4,Loyal Customer
68,4,7934,4,3,3,3,0,Potential Loyalist
305,9,20905,2,5,5,3,0,Potential Loyalist
792,2,6818,1,1,3,4,2,About to Sleep
349,3,3723,2,2,1,1,1,Hibernating
524,5,10383,1,4,4,2,0,About to Sleep
641,4,8388,1,3,3,4,2,About to Sleep
323,4,8418,2,3,3,2,0,About to Sleep
211,4,5739,3,3,2,2,0,Potential Loyalist
14,6,15754,5,5,5,0,3,Champions
42,8,18349,5,5,5,0,3,Champions
577,3,12925,1,2,4,4,2,About to Sleep
280,5,10190,2,4,4,2,0,Potential Loyalist
233,1,5560,3,1,2,4,2,About to Sleep
136,2,5105,4,1,2,4,2,About to Sleep
369,4,13845,2,3,5,2,4,Loyal Customer
783,2,2921,1,1,1,1,1,Hibernating
781,4,10462,1,3,4,4,2,About to Sleep
907,1,6695,1,1,2,1,1,Hibernating
545,2,3684,1,1,1,1,1,Hibernating
322,4,6759,2,3,3,2,0,About to Sleep
266,5,11928,3,4,4,3,0,Potential Loyalist
7,2,3897,5,1,2,3,4,Loyal Customer
1003,2,3608,1,1,1,1,1,Hibernating
98,3,1622,4,2,1,2,0,Potential Loyalist
307,6,18678,2,5,5,3,0,Potential Loyalist
19,5,9263,5,4,3,0,3,Champions
163,3,6514,3,2,2,4,2,About to Sleep
208,3,8036,3,2,3,2,2,About to Sleep
32,2,8913,5,1,3,3,4,Loyal Customer
486,7,14836,1,5,5,2,0,Potential Loyalist
42,4,8787,5,3,3,0,3,Champions
674,5,6416,1,4,2,2,0,About to Sleep
628,1,2602,1,1,1,1,1,Hibernating
604,4,14347,1,3,5,4,2,About to Sleep
254,7,8743,3,5,3,2,0,Potential Loyalist
24,6,13892,5,5,5,0,3,Champions
11,6,15420,5,5,5,0,3,Champions
60,6,14268,5,5,5,0,3,Champions
463,8,17325,1,5,5,2,0,Potential Loyalist
3,4,6096,5,3,2,0,3,Champions
139,2,2061,4,1,1,4,2,About to Sleep
250,4,12137,3,3,4,3,4,Loyal Customer
205,1,2485,3,1,1,1,1,Hibernating
390,5,10151,2,4,4,2,0,Potential Loyalist
16,8,19023,5,5,5,0,3,Champions
15,4,13358,5,3,4,0,3,Champions
449,2,4113,2,1,2,4,2,Hibernating
103,4,6903,4,3,3,3,0,Potential Loyalist
115,6,14136,4,5,5,0,3,Champions
95,5,8314,4,4,3,3,3,Champions
625,1,2406,1,1,1,1,1,Hibernating
365,4,7647,2,3,3,2,0,About to Sleep
42,6,11430,5,5,4,0,3,Champions
7,4,11959,5,3,4,0,3,Champions
187,4,5616,3,3,2,2,0,Potential Loyalist
37,1,616,5,1,1,2,0,Potential Loyalist
149,3,5540,4,2,2,2,0,Potential Loyalist
93,1,3670,4,1,1,4,2,About to Sleep
904,3,9384,1,2,3,4,2,About to Sleep
236,7,12249,3,5,4,3,0,Potential Loyalist
127,2,7897,4,1,3,2,4,Loyal Customer
446,4,6813,2,3,3,2,0,About to Sleep
460,2,4117,1,1,2,1,1,Hibernating
67,4,12736,4,3,4,3,4,Loyal Customer
186,4,13529,3,3,4,3,4,Loyal Customer
246,2,2042,3,1,1,1,1,Hibernating
350,2,4818,2,1,2,4,2,Hibernating
239,4,8339,3,3,3,2,0,Potential Loyalist
89,2,8525,4,1,3,2,4,Loyal Customer
475,5,12754,1,4,4,2,0,About to Sleep
411,2,7320,2,1,3,4,2,About to Sleep
653,4,5995,1,3,2,4,2,About to Sleep
415,4,6467,2,3,2,4,2,About to Sleep
61,5,8142,5,4,3,0,3,Champions
21,6,15621,5,5,5,0,3,Champions
4,6,18681,5,5,5,0,3,Champions
694,5,19467,1,4,5,2,0,About to Sleep
437,4,11760,2,3,4,2,0,About to Sleep
904,2,2544,1,1,1,1,1,Hibernating
305,5,12915,2,4,4,2,0,Potential Loyalist
306,2,1057,2,1,1,1,1,Hibernating
413,4,8211,2,3,3,2,0,About to Sleep
413,3,11236,2,2,4,4,2,About to Sleep
321,4,7304,2,3,3,2,0,About to Sleep
772,1,3276,1,1,1,1,1,Hibernating
128,2,2710,4,1,1,4,2,About to Sleep
384,2,7844,2,1,3,4,2,About to Sleep
492,1,4292,1,1,2,1,1,Hibernating
155,4,9291,3,3,3,2,0,Potential Loyalist
190,4,6826,3,3,3,2,0,Potential Loyalist
60,7,28897,5,5,5,0,3,Champions
136,6,8923,4,5,3,0,3,Champions
405,2,1668,2,1,1,1,1,Hibernating
377,3,4217,2,2,2,4,2,About to Sleep
47,3,7549,5,2,3,0,4,Loyal Customer
246,4,9566,3,3,3,2,0,Potential Loyalist
48,2,1207,5,1,1,2,0,Potential Loyalist
282,3,1936,2,2,1,1,1,Hibernating
576,4,13464,1,3,4,4,2,About to Sleep
319,4,10665,2,3,4,2,0,About to Sleep
269,3,6349,2,2,2,4,2,About to Sleep
219,5,13417,3,4,4,3,0,Potential Loyalist
9,7,26921,5,5,5,0,3,Champions
62,6,15809,5,5,5,0,3,Champions
72,4,10590,4,3,4,3,4,Loyal Customer
194,3,11401,3,2,4,2,4,Loyal Customer
387,2,10560,2,1,4,4,2,About to Sleep
353,5,12271,2,4,4,2,0,Potential Loyalist
287,5,5938,2,4,2,2,0,Potential Loyalist
821,2,7780,1,1,3,4,2,About to Sleep
90,4,3984,4,3,2,2,0,Potential Loyalist
220,1,4504,3,1,2,4,2,About to Sleep
50,6,15618,5,5,5,0,3,Champions
374,3,7411,2,2,3,4,2,About to Sleep
25,6,19702,5,5,5,0,3,Champions
0,4,9081,5,3,3,0,3,Champions
175,5,19462,3,4,5,3,4,Loyal Customer
76,3,8606,4,2,3,3,4,Loyal Customer
174,4,6602,3,3,2,2,0,Potential Loyalist
41,7,15751,5,5,5,0,3,Champions
571,2,1004,1,1,1,1,1,Hibernating
299,3,11270,2,2,4,4,2,About to Sleep
473,2,2644,1,1,1,1,1,Hibernating
112,2,6203,4,1,2,4,2,About to Sleep
673,3,8468,1,2,3,4,2,About to Sleep
38,2,2811,5,1,1,2,0,Potential Loyalist
482,2,2401,1,1,1,1,1,Hibernating
53,4,6328,5,3,2,0,3,Champions
97,4,6525,4,3,2,2,0,Potential Loyalist
297,7,16611,2,5,5,3,0,Potential Loyalist
11,6,13961,5,5,5,0,3,Champions
55,5,18631,5,4,5,0,3,Champions
47,4,9667,5,3,4,0,3,Champions
878,2,7775,1,1,3,4,2,About to Sleep
0,9,18562,5,5,5,0,3,Champions
416,3,3657,2,2,1,1,1,Hibernating
94,4,18827,4,3,5,3,4,Loyal Customer
297,4,12097,2,3,4,2,0,About to Sleep
181,2,1578,3,1,1,1,1,Hibernating
354,5,6190,2,4,2,2,0,Potential Loyalist
168,1,2745,3,1,1,1,1,Hibernating
459,5,13386,1,4,4,2,0,About to Sleep
56,9,14852,5,5,5,0,3,Champions
73,4,9366,4,3,3,3,0,Potential Loyalist
69,3,3498,4,2,1,2,0,Potential Loyalist
33,6,15737,5,5,5,0,3,Champions
27,3,1486,5,2,1,3,0,Potential Loyalist
128,6,17252,4,5,5,0,3,Champions
74,5,15304,4,4,5,3,3,Champions
373,2,3170,2,1,1,1,1,Hibernating
111,7,17125,4,5,5,0,3,Champions
13,3,3640,5,2,1,3,0,Potential Loyalist
93,5,14105,4,4,5,3,3,Champions
46,3,4104,5,2,2,3,3,Champions
293,4,11721,2,3,4,2,0,About to Sleep
31,4,7555,5,3,3,0,3,Champions
586,2,2660,1,1,1,1,1,Hibernating
295,5,17092,2,4,5,2,0,Loyal Customer
59,2,3070,5,1,1,2,0,Potential Loyalist
15,9,17274,5,5,5,0,3,Champions
921,2,7453,1,1,3,4,2,About to Sleep
852,2,1232,1,1,1,1,1,Hibernating
864,3,6674,1,2,2,1,1,Hibernating
348,4,6996,2,3,3,2,0,About to Sleep
219,6,20654,3,5,5,3,3,Champions
44,2,5338,5,1,2,3,4,Loyal Customer
343,6,16364,2,5,5,3,0,Potential Loyalist
306,5,9608,2,4,3,2,0,Potential Loyalist
81,6,7091,4,5,3,0,3,Champions
87,7,13155,4,5,4,0,3,Champions
147,5,9176,4,4,3,3,3,Champions
668,3,9166,1,2,3,4,2,About to Sleep
907,2,7377,1,1,3,4,2,About to Sleep
103,6,8523,4,5,3,0,3,Champions
483,5,16283,1,4,5,2,0,About to Sleep
38,4,12379,5,3,4,0,3,Champions
58,3,12041,5,2,4,0,4,Loyal Customer
48,7,22863,5,5,5,0,3,Champions
440,3,8666,2,2,3,4,2,About to Sleep
476,4,13254,1,3,4,4,2,About to Sleep
87,6,7910,4,5,3,0,3,Champions
487,2,3903,1,1,2,1,1,Hibernating
324,6,13541,2,5,5,3,0,Potential Loyalist
17,8,21212,5,5,5,0,3,Champions
214,8,24923,3,5,5,3,3,Champions
61,9,24286,5,5,5,0,3,Champions
524,4,12274,1,3,4,4,2,About to Sleep
115,4,3520,4,3,1,2,0,Potential Loyalist
63,4,8187,5,3,3,0,3,Champions
146,10,26225,4,5,5,0,3,Champions
344,5,11563,2,4,4,2,0,Potential Loyalist
86,2,2785,4,1,1,4,2,About to Sleep
322,2,5860,2,1,2,4,2,Hibernating
232,4,7095,3,3,3,2,0,Potential Loyalist
31,4,8796,5,3,3,0,3,Champions
658,2,2308,1,1,1,1,1,Hibernating
245,3,10727,3,2,4,2,4,Loyal Customer
191,5,15249,3,4,5,3,4,Loyal Customer
267,3,10777,3,2,4,2,4,Loyal Customer
277,1,351,2,1,1,1,1,Hibernating
396,4,9148,2,3,3,2,0,About to Sleep
16,5,4806,5,4,2,0,3,Champions
235,2,3422,3,1,1,1,1,Hibernating
907,3,4482,1,2,2,1,1,Hibernating
99,9,13450,4,5,4,0,3,Champions
525,4,5889,1,3,2,4,2,About to Sleep
285,3,9110,2,2,3,4,2,About to Sleep
615,3,7969,1,2,3,4,2,About to Sleep
311,6,9239,2,5,3,2,0,Potential Loyalist
767,2,4974,1,1,2,1,1,Hibernating
81,4,15249,4,3,5,3,4,Loyal Customer
33,4,11085,5,3,4,0,3,Champions
86,4,8014,4,3,3,3,0,Potential Loyalist
677,2,5031,1,1,2,1,1,Hibernating
311,2,3169,2,1,1,1,1,Hibernating
190,3,7088,3,2,3,2,2,About to Sleep
118,5,6070,4,4,2,3,0,Potential Loyalist
264,2,1204,3,1,1,1,1,Hibernating
956,1,210,1,1,1,1,1,Hibernating
269,4,5610,2,3,2,4,2,About to Sleep
235,5,16894,3,4,5,3,4,Loyal Customer
254,7,23326,3,5,5,3,3,Champions
542,3,7154,1,2,3,4,2,About to Sleep
835,1,1469,1,1,1,1,1,Hibernating
695,2,2814,1,1,1,1,1,Hibernating
48,4,4680,5,3,2,0,3,Champions
310,3,6494,2,2,2,4,2,About to Sleep
193,2,2763,3,1,1,1,1,Hibernating
147,5,17187,4,4,5,3,3,Champions
199,2,4368,3,1,2,4,2,About to Sleep
21,3,9473,5,2,3,0,4,Loyal Customer
380,6,11660,2,5,4,2,0,Potential Loyalist
133,3,6803,4,2,3,3,4,Loyal Customer
34,11,28932,5,5,5,0,3,Champions
393,1,4595,2,1,2,4,2,Hibernating
132,2,3364,4,1,1,4,2,About to Sleep
94,3,1711,4,2,1,2,0,Potential Loyalist
265,9,15732,3,5,5,3,3,Champions
59,7,16751,5,5,5,0,3,Champions
617,2,2883,1,1,1,1,1,Hibernating
655,1,1790,1,1,1,1,1,Hibernating
211,7,13099,3,5,4,3,0,Potential Loyalist
199,2,3458,3,1,1,1,1,Hibernating
708,2,6747,1,1,3,4,2,About to Sleep
171,4,8616,3,3,3,2,0,Potential Loyalist
125,5,17212,4,4,5,3,3,Champions
125,3,7732,4,2,3,3,4,Loyal Customer
434,4,11084,2,3,4,2,0,About to Sleep
94,2,9160,4,1,3,2,4,Loyal Customer
245,4,5811,3,3,2,2,0,Potential Loyalist
176,3,10208,3,2,4,2,4,Loyal Customer
480,3,2681,1,2,1,1,1,Hibernating
159,7,25073,3,5,5,3,3,Champions
316,5,22692,2,4,5,2,0,Loyal Customer
83,4,7593,4,3,3,3,0,Potential Loyalist
324,5,10010,2,4,4,2,0,Potential Loyalist
178,5,15074,3,4,5,3,4,Loyal Customer
845,3,3216,1,2,1,1,1,Hibernating
134,6,21442,4,5,5,0,3,Champions
346,4,3697,2,3,1,4,1,Hibernating
61,7,22082,5,5,5,0,3,Champions
150,5,17519,3,4,5,3,4,Loyal Customer
430,1,3159,2,1,1,1,1,Hibernating
214,3,3730,3,2,1,4,2,About to Sleep
20,1,5888,5,1,2,3,4,Loyal Customer
199,8,18899,3,5,5,3,3,Champions
335,6,9078,2,5,3,2,0,Potential Loyalist
70,5,15107,4,4,5,3,3,Champions
370,5,13016,2,4,4,2,0,Potential Loyalist
63,3,2557,5,2,1,3,0,Potential Loyalist
463,4,7293,1,3,3,4,2,About to Sleep
157,5,16529,3,4,5,3,4,Loyal Customer
102,5,8839,4,4,3,3,3,Champions
267,2,9446,3,1,3,4,2,About to Sleep
512,4,7348,1,3,3,4,2,About to Sleep
205,6,15689,3,5,5,3,3,Champions
151,6,17460,3,5,5,3,3,Champions
197,5,6657,3,4,2,2,0,Potential Loyalist
317,2,3332,2,1,1,1,1,Hibernating
249,5,10220,3,4,4,3,0,Potential Loyalist
70,5,13673,4,4,5,3,3,Champions
584,3,8424,1,2,3,4,2,About to Sleep
381,4,3556,2,3,1,4,1,Hibernating
98,6,20815,4,5,5,0,3,Champions
145,3,8441,4,2,3,3,4,Loyal Customer
367,3,9357,2,2,3,4,2,About to Sleep
56,4,11116,5,3,4,0,3,Champions
49,3,7148,5,2,3,0,4,Loyal Customer
661,2,7904,1,1,3,4,2,About to Sleep
48,6,8294,5,5,3,0,3,Champions
967,1,5425,1,1,2,1,1,Hibernating
454,4,12320,2,3,4,2,0,About to Sleep
6,5,16764,5,4,5,0,3,Champions
682,2,4652,1,1,2,1,1,Hibernating
59,1,1273,5,1,1,2,0,Potential Loyalist
45,2,7121,5,1,3,3,4,Loyal Customer
10,4,5289,5,3,2,0,3,Champions
116,8,24942,4,5,5,0,3,Champions
21,5,8940,5,4,3,0,3,Champions
659,2,5243,1,1,2,1,1,Hibernating
371,2,2261,2,1,1,1,1,Hibernating
195,5,13418,3,4,4,3,0,Potential Loyalist
116,2,7850,4,1,3,2,4,Loyal Customer
93,2,1234,4,1,1,4,2,About to Sleep
61,4,9415,5,3,3,0,3,Champions
227,2,2319,3,1,1,1,1,Hibernating
200,1,432,3,1,1,1,1,Hibernating
338,4,5473,2,3,2,4,2,About to Sleep
398,3,4250,2,2,2,4,2,About to Sleep
154,7,12379,3,5,4,3,0,Potential Loyalist
148,3,1304,4,2,1,2,0,Potential Loyalist
127,5,7668,4,4,3,3,3,Champions
246,2,6376,3,1,2,4,2,About to Sleep
429,3,9345,2,2,3,4,2,About to Sleep
161,5,8115,3,4,3,2,0,Potential Loyalist
168,6,13075,3,5,4,3,0,Potential Loyalist
469,3,8429,1,2,3,4,2,About to Sleep
60,3,4626,5,2,2,3,3,Champions
31,2,11508,5,1,4,3,4,Loyal Customer
499,3,5833,1,2,2,1,1,Hibernating
539,2,6348,1,1,2,1,1,Hibernating
106,4,13435,4,3,4,3,4,Loyal Customer
132,5,13072,4,4,4,3,3,Champions
424,6,16111,2,5,5,3,0,Potential Loyalist
53,2,5155,5,1,2,3,4,Loyal Customer
