recency,frequency,monetary,normalized_recency,normalized_frequency,normalized_monetary,fcm_cluster,k_means_cluster,Cluster_name
341,2,3106,2,1,1,1,1,Hibernating
102,7,11876,4,5,4,0,3,Champions
53,3,5721,5,2,2,3,3,Champions
159,6,10449,3,5,4,3,0,Potential Loyalist
142,6,14374,4,5,5,0,3,Champions
40,7,14742,5,5,5,0,3,Champions
205,3,4177,3,2,2,4,2,About to Sleep
44,4,11298,5,3,4,0,3,Champions
639,2,2364,1,1,1,1,1,Hibernating
897,2,5392,1,1,2,1,1,Hibernating
217,5,9643,3,4,4,3,0,Potential Loyalist
382,1,4065,2,1,2,4,2,Hibernating
488,5,13663,1,4,5,2,0,About to Sleep
543,3,9248,1,2,3,4,2,About to Sleep
75,6,16788,4,5,5,0,3,Champions
2,7,21172,5,5,5,0,3,Champions
28,6,15948,5,5,5,0,3,Champions
54,3,4561,5,2,2,3,3,Champions
77,2,2204,4,1,1,4,2,About to Sleep
469,3,3455,1,2,1,1,1,Hibernating
336,4,11846,2,3,4,2,0,About to Sleep
66,6,13086,4,5,4,0,3,Champions
669,3,7727,1,2,3,4,2,About to Sleep
713,1,205,1,1,1,1,1,Hibernating
342,1,2280,2,1,1,1,1,Hibernating
244,4,12763,3,3,4,3,4,Loyal Customer
993,1,942,1,1,1,1,1,Hibernating
164,2,5713,3,1,2,4,2,About to Sleep
12,4,13915,5,3,5,0,4,Champions
298,2,2524,2,1,1,1,1,Hibernating
99,5,7331,4,4,3,3,3,Champions
19,5,8428,5,4,3,0,3,Champions
436,3,9026,2,2,3,4,2,About to Sleep
853,1,2760,1,1,1,1,1,Hibernating
187,5,9323,3,4,3,2,0,Potential Loyalist
56,4,5095,5,3,2,0,3,Champions
420,2,1062,2,1,1,1,1,Hibernating
1098,1,808,1,1,1,1,1,Hibernating
217,3,15001,3,2,5,3,4,Loyal Customer
615,4,5118,1,3,2,4,2,About to Sleep
155,3,4865,3,2,2,4,2,About to Sleep
123,9,10040,4,5,4,0,3,Champions
92,2,3946,4,1,2,4,2,About to Sleep
31,2,1595,5,1,1,2,0,Potential Loyalist
84,3,8906,4,2,3,3,4,Loyal Customer
102,2,5532,4,1,2,4,2,About to Sleep
40,6,15522,5,5,5,0,3,Champions
613,2,10572,1,1,4,4,2,About to Sleep
86,6,17381,4,5,5,0,3,Champions
474,2,6044,1,1,2,1,1,Hibernating
7,4,7110,5,3,3,0,3,Champions
408,7,13297,2,5,4,2,0,Potential Loyalist
70,4,10332,4,3,4,3,4,Loyal Customer
244,4,14075,3,3,5,3,4,Loyal Customer
89,4,6534,4,3,2,2,0,Potential Loyalist
34,2,9087,5,1,3,3,4,Loyal Customer
50,4,6414,5,3,2,0,3,Champions
437,3,7280,2,2,3,4,2,About to Sleep
409,4,14498,2,3,5,2,4,Loyal Customer
141,2,1272,4,1,1,4,2,About to Sleep
751,2,743,1,1,1,1,1,Hibernating
498,5,8567,1,4,3,2,0,About to Sleep
224,3,6710,3,2,2,4,2,About to Sleep
148,6,18447,4,5,5,0,3,Champions
8,3,5739,5,2,2,3,3,Champions
46,6,8744,5,5,3,0,3,Champions
355,2,1736,2,1,1,1,1,Hibernating
119,4,3089,4,3,1,2,0,Potential Loyalist
367,3,3173,2,2,1,1,1,Hibernating
180,6,7447,3,5,3,2,0,Potential Loyalist
37,4,12901,5,3,4,0,3,Champions
529,1,3516,1,1,1,1,1,Hibernating
587,4,12467,1,3,4,4,2,About to Sleep
216,5,11157,3,4,4,3,0,Potential Loyalist
187,2,4342,3,1,2,4,2,About to Sleep
763,1,1219,1,1,1,1,1,Hibernating
78,6,11815,4,5,4,0,3,Champions
419,4,6372,2,3,2,4,2,About to Sleep
526,1,3544,1,1,1,1,1,Hibernating
233,4,10550,3,3,4,3,4,Loyal Customer
121,3,6938,4,2,3,3,4,Loyal Customer
49,3,6441,5,2,2,3,3,Champions
418,2,4363,2,1,2,4,2,Hibernating
180,5,18416,3,4,5,3,4,Loyal Customer
12,2,2149,5,1,1,2,0,Potential Loyalist
44,3,8946,5,2,3,0,4,Loyal Customer
48,7,6778,5,5,3,0,3,Champions
426,2,4720,2,1,2,4,2,Hibernating
286,4,8765,2,3,3,2,0,About to Sleep
11,5,7980,5,4,3,0,3,Champions
2,5,9575,5,4,3,0,3,Champions
114,3,3434,4,2,1,2,0,Potential Loyalist
563,2,1935,1,1,1,1,1,Hibernating
14,4,10528,5,3,4,0,3,Champions
113,6,11565,4,5,4,0,3,Champions
584,1,525,1,1,1,1,1,Hibernating
83,3,4990,4,2,2,2,0,Potential Loyalist
13,6,16386,5,5,5,0,3,Champions
12,7,17851,5,5,5,0,3,Champions
545,2,2454,1,1,1,1,1,Hibernating
452,2,2891,2,1,1,1,1,Hibernating
357,3,6572,2,2,2,4,2,About to Sleep
158,6,22104,3,5,5,3,3,Champions
886,2,9622,1,1,4,4,2,About to Sleep
128,4,6788,4,3,3,3,0,Potential Loyalist
228,5,19009,3,4,5,3,4,Loyal Customer
200,6,14078,3,5,5,3,3,Champions
402,6,20062,2,5,5,3,0,Potential Loyalist
347,1,5455,2,1,2,4,2,Hibernating
201,4,7075,3,3,3,2,0,Potential Loyalist
22,4,3446,5,3,1,0,3,Potential Loyalist
136,2,3652,4,1,1,4,2,About to Sleep
542,5,18992,1,4,5,2,0,About to Sleep
289,3,5544,2,2,2,4,2,About to Sleep
145,6,12589,4,5,4,0,3,Champions
33,5,14178,5,4,5,0,3,Champions
135,4,25045,4,3,5,3,4,Loyal Customer
58,4,4266,5,3,2,0,3,Champions
164,4,14859,3,3,5,3,4,Loyal Customer
69,5,13556,4,4,5,3,3,Champions
138,5,4889,4,4,2,3,0,Potential Loyalist
336,3,4995,2,2,2,4,2,About to Sleep
564,3,4780,1,2,2,1,1,Hibernating
189,5,10174,3,4,4,3,0,Potential Loyalist
214,7,22761,3,5,5,3,3,Champions
4,3,2648,5,2,1,3,0,Potential Loyalist
570,4,6243,1,3,2,4,2,About to Sleep
861,1,1752,1,1,1,1,1,Hibernating
74,6,22120,4,5,5,0,3,Champions
219,2,3171,3,1,1,1,1,Hibernating
290,7,14802,2,5,5,3,0,Potential Loyalist
36,6,14827,5,5,5,0,3,Champions
162,7,10821,3,5,4,3,0,Potential Loyalist
50,5,10157,5,4,4,0,3,Champions
276,3,8544,2,2,3,4,2,About to Sleep
405,1,1290,2,1,1,1,1,Hibernating
94,7,12691,4,5,4,0,3,Champions
659,1,2666,1,1,1,1,1,Hibernating
367,4,13291,2,3,4,2,0,About to Sleep
1046,1,494,1,1,1,1,1,Hibernating
762,3,5771,1,2,2,1,1,Hibernating
946,1,1336,1,1,1,1,1,Hibernating
206,2,2656,3,1,1,1,1,Hibernating
654,1,1389,1,1,1,1,1,Hibernating
59,2,8780,5,1,3,3,4,Loyal Customer
382,5,11497,2,4,4,2,0,Potential Loyalist
117,4,16613,4,3,5,3,4,Loyal Customer
10,2,2949,5,1,1,2,0,Potential Loyalist
240,4,5040,3,3,2,2,0,Potential Loyalist
137,3,1160,4,2,1,2,0,Potential Loyalist
68,3,5081,4,2,2,2,0,Potential Loyalist
566,3,15674,1,2,5,4,2,About to Sleep
544,1,2476,1,1,1,1,1,Hibernating
64,4,12509,5,3,4,0,3,Champions
850,3,5293,1,2,2,1,1,Hibernating
376,5,14429,2,4,5,2,0,Loyal Customer
709,2,3517,1,1,1,1,1,Hibernating
431,3,7207,2,2,3,4,2,About to Sleep
50,7,9768,5,5,4,0,3,Champions
137,3,4157,4,2,2,2,0,Potential Loyalist
6,4,8979,5,3,3,0,3,Champions
291,5,15099,2,4,5,2,0,Loyal Customer
307,5,16296,2,4,5,2,0,Loyal Customer
168,10,31693,3,5,5,3,3,Champions
201,3,12920,3,2,4,2,4,Loyal Customer
304,3,8456,2,2,3,4,2,About to Sleep
653,1,493,1,1,1,1,1,Hibernating
46,5,9870,5,4,4,0,3,Champions
374,3,7589,2,2,3,4,2,About to Sleep
885,1,1366,1,1,1,1,1,Hibernating
134,3,6270,4,2,2,2,0,Potential Loyalist
361,6,13347,2,5,4,2,0,Potential Loyalist
329,3,9825,2,2,4,4,2,About to Sleep
388,2,7738,2,1,3,4,2,About to Sleep
152,4,16056,3,3,5,3,4,Loyal Customer
489,3,7470,1,2,3,4,2,About to Sleep
634,4,7508,1,3,3,4,2,About to Sleep
857,3,8142,1,2,3,4,2,About to Sleep
894,1,728,1,1,1,1,1,Hibernating
94,6,11050,4,5,4,0,3,Champions
39,2,4605,5,1,2,3,4,Loyal Customer
148,7,16523,4,5,5,0,3,Champions
927,2,6527,1,1,2,1,1,Hibernating
230,3,6410,3,2,2,4,2,About to Sleep
4,6,10359,5,5,4,0,3,Champions
153,5,4368,3,4,2,2,0,Potential Loyalist
22,3,3221,5,2,1,3,0,Potential Loyalist
133,5,5851,4,4,2,3,0,Potential Loyalist
28,3,4126,5,2,2,3,3,Champions
181,9,16544,3,5,5,3,3,Champions
653,3,9181,1,2,3,4,2,About to Sleep
760,1,2090,1,1,1,1,1,Hibernating
155,3,2700,3,2,1,4,2,About to Sleep
120,1,660,4,1,1,4,2,About to Sleep
899,2,2682,1,1,1,1,1,Hibernating
164,4,15107,3,3,5,3,4,Loyal Customer
201,4,7594,3,3,3,2,0,Potential Loyalist
458,4,9441,1,3,3,4,2,About to Sleep
37,3,4550,5,2,2,3,3,Champions
663,6,21992,1,5,5,2,0,Potential Loyalist
269,1,2487,2,1,1,1,1,Hibernating
378,2,5769,2,1,2,4,2,Hibernating
209,3,6801,3,2,3,2,2,About to Sleep
497,1,973,1,1,1,1,1,Hibernating
742,2,2989,1,1,1,1,1,Hibernating
32,7,14305,5,5,5,0,3,Champions
488,1,5175,1,1,2,1,1,Hibernating
341,1,2308,2,1,1,1,1,Hibernating
84,3,2234,4,2,1,2,0,Potential Loyalist
59,3,3066,5,2,1,3,0,Potential Loyalist
262,7,17054,3,5,5,3,3,Champions
757,3,8362,1,2,3,4,2,About to Sleep
188,2,6843,3,1,3,4,2,About to Sleep
42,6,17551,5,5,5,0,3,Champions
696,2,8734,1,1,3,4,2,About to Sleep
294,3,14514,2,2,5,4,4,Loyal Customer
464,2,1909,1,1,1,1,1,Hibernating
133,5,16037,4,4,5,3,3,Champions
8,5,13753,5,4,5,0,3,Champions
61,4,16244,5,3,5,0,4,Champions
106,5,13279,4,4,4,3,3,Champions
320,5,8795,2,4,3,2,0,Potential Loyalist
392,5,16380,2,4,5,2,0,Loyal Customer
812,2,3740,1,1,1,1,1,Hibernating
245,7,20166,3,5,5,3,3,Champions
572,3,5523,1,2,2,1,1,Hibernating
48,6,17540,5,5,5,0,3,Champions
120,3,5409,4,2,2,2,0,Potential Loyalist
46,3,6128,5,2,2,3,3,Champions
513,3,3385,1,2,1,1,1,Hibernating
265,6,11176,3,5,4,3,0,Potential Loyalist
119,8,16458,4,5,5,0,3,Champions
342,4,10527,2,3,4,2,0,About to Sleep
204,2,1006,3,1,1,1,1,Hibernating
80,5,10695,4,4,4,3,3,Champions
395,4,10980,2,3,4,2,0,About to Sleep
244,2,2019,3,1,1,1,1,Hibernating
166,8,15460,3,5,5,3,3,Champions
69,4,13634,4,3,5,3,4,Loyal Customer
295,4,4672,2,3,2,4,2,About to Sleep
21,1,545,5,1,1,2,0,Potential Loyalist
89,2,7291,4,1,3,2,4,Loyal Customer
235,6,18143,3,5,5,3,3,Champions
139,4,7616,4,3,3,3,0,Potential Loyalist
7,5,17370,5,4,5,0,3,Champions
71,7,14315,4,5,5,0,3,Champions
171,6,19633,3,5,5,3,3,Champions
181,3,4996,3,2,2,4,2,About to Sleep
345,2,12312,2,1,4,4,2,About to Sleep
309,5,9972,2,4,4,2,0,Potential Loyalist
73,3,4984,4,2,2,2,0,Potential Loyalist
858,2,2655,1,1,1,1,1,Hibernating
202,3,13296,3,2,4,2,4,Loyal Customer
563,1,7255,1,1,3,4,2,About to Sleep
44,5,15390,5,4,5,0,3,Champions
249,2,9707,3,1,4,4,4,Loyal Customer
312,3,8304,2,2,3,4,2,About to Sleep
595,3,7846,1,2,3,4,2,About to Sleep
53,4,12926,5,3,4,0,3,Champions
10,6,8872,5,5,3,0,3,Champions
50,3,4327,5,2,2,3,3,Champions
136,6,13728,4,5,5,0,3,Champions
320,2,924,2,1,1,1,1,Hibernating
362,1,4364,2,1,2,4,2,Hibernating
519,5,7872,1,4,3,2,0,About to Sleep
950,1,284,1,1,1,1,1,Hibernating
271,4,7142,2,3,3,2,0,About to Sleep
281,4,6114,2,3,2,4,2,About to Sleep
137,2,6145,4,1,2,4,2,About to Sleep
491,1,4170,1,1,2,1,1,Hibernating
84,3,6800,4,2,3,3,4,Loyal Customer
118,5,8557,4,4,3,3,3,Champions
10,4,3771,5,3,1,0,3,Potential Loyalist
245,8,23463,3,5,5,3,3,Champions
482,3,6711,1,2,2,1,1,Hibernating
719,3,3211,1,2,1,1,1,Hibernating
14,2,3667,5,1,1,2,0,Potential Loyalist
53,4,5953,5,3,2,0,3,Champions
179,2,8293,3,1,3,4,2,About to Sleep
261,3,8054,3,2,3,2,2,About to Sleep
50,3,6680,5,2,2,3,3,Champions
12,4,10612,5,3,4,0,3,Champions
256,5,16791,3,4,5,3,4,Loyal Customer
219,7,21489,3,5,5,3,3,Champions
295,2,1205,2,1,1,1,1,Hibernating
214,4,9185,3,3,3,2,0,Potential Loyalist
234,2,5788,3,1,2,4,2,About to Sleep
8,2,7570,5,1,3,3,4,Loyal Customer
158,2,1227,3,1,1,1,1,Hibernating
176,2,1344,3,1,1,1,1,Hibernating
177,3,5046,3,2,2,4,2,About to Sleep
192,5,10836,3,4,4,3,0,Potential Loyalist
623,2,6074,1,1,2,1,1,Hibernating
303,2,3481,2,1,1,1,1,Hibernating
635,5,7737,1,4,3,2,0,About to Sleep
207,5,8052,3,4,3,2,0,Potential Loyalist
716,2,2674,1,1,1,1,1,Hibernating
101,6,13424,4,5,4,0,3,Champions
156,5,18554,3,4,5,3,4,Loyal Customer
37,8,14870,5,5,5,0,3,Champions
160,3,5268,3,2,2,4,2,About to Sleep
1041,1,2084,1,1,1,1,1,Hibernating
46,4,12624,5,3,4,0,3,Champions
89,4,15818,4,3,5,3,4,Loyal Customer
327,3,4427,2,2,2,4,2,About to Sleep
117,1,895,4,1,1,4,2,About to Sleep
40,5,9980,5,4,4,0,3,Champions
360,2,3074,2,1,1,1,1,Hibernating
142,6,12030,4,5,4,0,3,Champions
21,5,10202,5,4,4,0,3,Champions
334,2,8056,2,1,3,4,2,About to Sleep
161,3,3098,3,2,1,4,2,About to Sleep
90,10,24642,4,5,5,0,3,Champions
77,6,14640,4,5,5,0,3,Champions
230,4,7525,3,3,3,2,0,Potential Loyalist
698,4,14342,1,3,5,4,2,About to Sleep
334,5,13376,2,4,4,2,0,Potential Loyalist
37,6,16815,5,5,5,0,3,Champions
119,2,5923,4,1,2,4,2,About to Sleep
193,6,15663,3,5,5,3,3,Champions
322,3,7453,2,2,3,4,2,About to Sleep
723,1,3330,1,1,1,1,1,Hibernating
1121,1,5908,1,1,2,1,1,Hibernating
144,5,11847,4,4,4,3,3,Champions
150,4,16167,3,3,5,3,4,Loyal Customer
232,7,11512,3,5,4,3,0,Potential Loyalist
392,3,3738,2,2,1,1,1,Hibernating
520,3,4629,1,2,2,1,1,Hibernating
31,3,11009,5,2,4,0,4,Loyal Customer
154,2,8939,3,1,3,4,2,About to Sleep
277,4,12190,2,3,4,2,0,About to Sleep
4,5,14629,5,4,5,0,3,Champions
90,4,7148,4,3,3,3,0,Potential Loyalist
246,3,9239,3,2,3,2,2,About to Sleep
76,8,21360,4,5,5,0,3,Champions
210,2,4312,3,1,2,4,2,About to Sleep
233,4,14873,3,3,5,3,4,Loyal Customer
54,7,11106,5,5,4,0,3,Champions
72,2,3084,4,1,1,4,2,About to Sleep
48,5,8123,5,4,3,0,3,Champions
140,2,3444,4,1,1,4,2,About to Sleep
925,2,4499,1,1,2,1,1,Hibernating
875,2,5110,1,1,2,1,1,Hibernating
443,4,11037,2,3,4,2,0,About to Sleep
469,4,11298,1,3,4,4,2,About to Sleep
1050,1,1236,1,1,1,1,1,Hibernating
324,4,9581,2,3,3,2,0,About to Sleep
152,4,2569,3,3,1,2,0,Potential Loyalist
221,2,11191,3,1,4,4,4,Loyal Customer
6,6,13934,5,5,5,0,3,Champions
421,6,18123,2,5,5,3,0,Potential Loyalist
126,6,7873,4,5,3,0,3,Champions
91,4,10821,4,3,4,3,4,Loyal Customer
843,4,9472,1,3,3,4,2,About to Sleep
809,2,4124,1,1,2,1,1,Hibernating
52,3,6275,5,2,2,3,3,Champions
959,1,575,1,1,1,1,1,Hibernating
329,2,2075,2,1,1,1,1,Hibernating
154,2,5467,3,1,2,4,2,About to Sleep
65,7,18904,4,5,5,0,3,Champions
141,3,3350,4,2,1,2,0,Potential Loyalist
251,3,7242,3,2,3,2,2,About to Sleep
120,1,4795,4,1,2,4,2,About to Sleep
73,3,3716,4,2,1,2,0,Potential Loyalist
34,5,16217,5,4,5,0,3,Champions
180,3,4443,3,2,2,4,2,About to Sleep
32,3,5715,5,2,2,3,3,Champions
238,4,11894,3,3,4,3,4,Loyal Customer
872,2,6253,1,1,2,1,1,Hibernating
217,5,8331,3,4,3,2,0,Potential Loyalist
70,4,13143,4,3,4,3,4,Loyal Customer
26,8,23915,5,5,5,0,3,Champions
8,6,14713,5,5,5,0,3,Champions
720,1,3988,1,1,2,1,1,Hibernating
616,4,9822,1,3,4,4,2,About to Sleep
117,3,8666,4,2,3,3,4,Loyal Customer
38,3,7258,5,2,3,0,4,Loyal Customer
287,4,10587,2,3,4,2,0,About to Sleep
120,3,9487,4,2,3,3,4,Loyal Customer
247,2,6537,3,1,2,4,2,About to Sleep
378,3,11704,2,2,4,4,2,About to Sleep
126,1,874,4,1,1,4,2,About to Sleep
285,2,2342,2,1,1,1,1,Hibernating
238,1,4384,3,1,2,4,2,About to Sleep
618,3,6364,1,2,2,1,1,Hibernating
258,5,9443,3,4,3,2,0,Potential Loyalist
167,4,3497,3,3,1,2,0,Potential Loyalist
149,4,17139,4,3,5,3,4,Loyal Customer
93,4,6273,4,3,2,2,0,Potential Loyalist
514,3,9647,1,2,4,4,2,About to Sleep
639,6,14457,1,5,5,2,0,Potential Loyalist
554,7,15350,1,5,5,2,0,Potential Loyalist
23,5,11468,5,4,4,0,3,Champions
161,4,9740,3,3,4,3,4,Loyal Customer
374,2,3413,2,1,1,1,1,Hibernating
26,2,7740,5,1,3,3,4,Loyal Customer
16,3,5322,5,2,2,3,3,Champions
410,4,10715,2,3,4,2,0,About to Sleep
190,5,6746,3,4,3,2,0,Potential Loyalist
657,3,9176,1,2,3,4,2,About to Sleep
488,2,8596,1,1,3,4,2,About to Sleep
597,2,4537,1,1,2,1,1,Hibernating
226,3,6349,3,2,2,4,2,About to Sleep
7,5,8182,5,4,3,0,3,Champions
466,3,13626,1,2,5,4,2,About to Sleep
550,6,8750,1,5,3,2,0,Potential Loyalist
427,3,5174,2,2,2,4,2,About to Sleep
282,1,3352,2,1,1,1,1,Hibernating
103,2,7703,4,1,3,2,4,Loyal Customer
51,3,6769,5,2,3,0,4,Loyal Customer
774,2,3434,1,1,1,1,1,Hibernating
48,7,17773,5,5,5,0,3,Champions
122,6,16959,4,5,5,0,3,Champions
14,1,2274,5,1,1,2,0,Potential Loyalist
538,1,220,1,1,1,1,1,Hibernating
706,2,1496,1,1,1,1,1,Hibernating
14,1,3588,5,1,1,2,0,Potential Loyalist
392,2,7253,2,1,3,4,2,About to Sleep
365,5,13907,2,4,5,2,0,Loyal Customer
437,4,7966,2,3,3,2,0,About to Sleep
17,1,291,5,1,1,2,0,Potential Loyalist
205,7,18875,3,5,5,3,3,Champions
50,4,4591,5,3,2,0,3,Champions
35,2,1248,5,1,1,2,0,Potential Loyalist
162,6,19817,3,5,5,3,3,Champions
129,2,5986,4,1,2,4,2,About to Sleep
532,3,6965,1,2,3,4,2,About to Sleep
159,2,1799,3,1,1,1,1,Hibernating
137,3,8943,4,2,3,3,4,Loyal Customer
210,5,10130,3,4,4,3,0,Potential Loyalist
550,2,10033,1,1,4,4,2,About to Sleep
356,3,10840,2,2,4,4,2,About to Sleep
4,9,19302,5,5,5,0,3,Champions
721,2,4067,1,1,2,1,1,Hibernating
320,6,10516,2,5,4,2,0,Potential Loyalist
133,8,14043,4,5,5,0,3,Champions
457,3,6156,1,2,2,1,1,Hibernating
269,8,17238,2,5,5,3,0,Potential Loyalist
390,1,5775,2,1,2,4,2,Hibernating
346,4,7925,2,3,3,2,0,About to Sleep
118,4,9494,4,3,3,3,0,Potential Loyalist
93,3,8387,4,2,3,3,4,Loyal Customer
93,3,7396,4,2,3,3,4,Loyal Customer
447,5,14582,2,4,5,2,0,Loyal Customer
249,3,6675,3,2,2,4,2,About to Sleep
345,3,7913,2,2,3,4,2,About to Sleep
456,4,7446,1,3,3,4,2,About to Sleep
27,9,26515,5,5,5,0,3,Champions
339,3,2430,2,2,1,1,1,Hibernating
335,2,4388,2,1,2,4,2,Hibernating
125,5,8340,4,4,3,3,3,Champions
41,7,16077,5,5,5,0,3,Champions
70,6,10798,4,5,4,0,3,Champions
111,5,11262,4,4,4,3,3,Champions
24,6,11563,5,5,4,0,3,Champions
331,3,5048,2,2,2,4,2,About to Sleep
43,5,11483,5,4,4,0,3,Champions
202,4,13947,3,3,5,3,4,Loyal Customer
84,5,17812,4,4,5,3,3,Champions
66,4,21016,4,3,5,3,4,Loyal Customer
125,2,6414,4,1,2,4,2,About to Sleep
92,3,10554,4,2,4,3,4,Loyal Customer
216,6,21763,3,5,5,3,3,Champions
194,5,14281,3,4,5,3,4,Loyal Customer
527,2,3123,1,1,1,1,1,Hibernating
129,4,10357,4,3,4,3,4,Loyal Customer
287,2,3771,2,1,1,1,1,Hibernating
682,1,1377,1,1,1,1,1,Hibernating
193,4,8379,3,3,3,2,0,Potential Loyalist
9,2,1886,5,1,1,2,0,Potential Loyalist
623,3,6932,1,2,3,4,2,About to Sleep
198,4,9953,3,3,4,3,4,Loyal Customer
468,3,3667,1,2,1,1,1,Hibernating
257,3,4448,3,2,2,4,2,About to Sleep
882,1,2296,1,1,1,1,1,Hibernating
513,1,1385,1,1,1,1,1,Hibernating
487,1,1302,1,1,1,1,1,Hibernating
100,4,6914,4,3,3,3,0,Potential Loyalist
142,4,8910,4,3,3,3,0,Potential Loyalist
308,4,14633,2,3,5,2,4,Loyal Customer
235,4,12311,3,3,4,3,4,Loyal Customer
51,3,12795,5,2,4,0,4,Loyal Customer
13,3,5755,5,2,2,3,3,Champions
696,1,1086,1,1,1,1,1,Hibernating
110,5,7350,4,4,3,3,3,Champions
263,3,9463,3,2,3,2,2,About to Sleep
128,5,10831,4,4,4,3,3,Champions
64,4,8676,5,3,3,0,3,Champions
26,7,13593,5,5,5,0,3,Champions
834,1,474,1,1,1,1,1,Hibernating
110,4,7672,4,3,3,3,0,Potential Loyalist
142,4,9639,4,3,4,3,4,Loyal Customer
269,2,6028,2,1,2,4,2,Hibernating
348,2,5245,2,1,2,4,2,Hibernating
33,5,18423,5,4,5,0,3,Champions
900,2,8003,1,1,3,4,2,About to Sleep
158,3,5818,3,2,2,4,2,About to Sleep
173,3,4184,3,2,2,4,2,About to Sleep
414,4,6850,2,3,3,2,0,About to Sleep
541,3,7546,1,2,3,4,2,About to Sleep
509,2,6557,1,1,2,1,1,Hibernating
146,5,12926,4,4,4,3,3,Champions
248,4,9832,3,3,4,3,4,Loyal Customer
446,3,3454,2,2,1,1,1,Hibernating
271,4,8787,2,3,3,2,0,About to Sleep
128,5,11106,4,4,4,3,3,Champions
50,2,1079,5,1,1,2,0,Potential Loyalist
277,3,5852,2,2,2,4,2,About to Sleep
167,4,6338,3,3,2,2,0,Potential Loyalist
115,6,14169,4,5,5,0,3,Champions
194,1,4224,3,1,2,4,2,About to Sleep
598,5,7881,1,4,3,2,0,About to Sleep
407,2,2470,2,1,1,1,1,Hibernating
4,4,6478,5,3,2,0,3,Champions
56,5,13041,5,4,4,0,3,Champions
75,5,3829,4,4,1,2,0,Potential Loyalist
439,5,9702,2,4,4,2,0,Potential Loyalist
106,5,13826,4,4,5,3,3,Champions
257,3,16243,3,2,5,3,4,Loyal Customer
64,4,8647,5,3,3,0,3,Champions
186,5,10154,3,4,4,3,0,Potential Loyalist
138,2,6232,4,1,2,4,2,About to Sleep
184,4,5548,3,3,2,2,0,Potential Loyalist
245,5,14826,3,4,5,3,4,Loyal Customer
381,4,10668,2,3,4,2,0,About to Sleep
106,2,4657,4,1,2,4,2,About to Sleep
432,3,12792,2,2,4,4,2,About to Sleep
541,4,2255,1,3,1,1,1,Hibernating
507,4,18938,1,3,5,4,2,About to Sleep
497,2,4042,1,1,2,1,1,Hibernating
602,4,10068,1,3,4,4,2,About to Sleep
102,4,7776,4,3,3,3,0,Potential Loyalist
278,2,2917,2,1,1,1,1,Hibernating
57,4,9137,5,3,3,0,3,Champions
66,5,9669,4,4,4,3,3,Champions
9,3,5022,5,2,2,3,3,Champions
442,4,7450,2,3,3,2,0,About to Sleep
46,4,12757,5,3,4,0,3,Champions
58,3,9998,5,2,4,0,4,Loyal Customer
490,3,6399,1,2,2,1,1,Hibernating
108,7,17646,4,5,5,0,3,Champions
252,5,18600,3,4,5,3,4,Loyal Customer
679,2,8337,1,1,3,4,2,About to Sleep
103,4,9375,4,3,3,3,0,Potential Loyalist
95,5,9943,4,4,4,3,3,Champions
157,5,21130,3,4,5,3,4,Loyal Customer
987,1,2700,1,1,1,1,1,Hibernating
1099,1,1303,1,1,1,1,1,Hibernating
352,5,19246,2,4,5,2,0,Loyal Customer
158,3,2998,3,2,1,4,2,About to Sleep
246,3,13435,3,2,4,2,4,Loyal Customer
171,4,8098,3,3,3,2,0,Potential Loyalist
230,8,23192,3,5,5,3,3,Champions
119,5,9889,4,4,4,3,3,Champions
256,3,6938,3,2,3,2,2,About to Sleep
415,3,3413,2,2,1,1,1,Hibernating
250,3,8716,3,2,3,2,2,About to Sleep
111,6,20094,4,5,5,0,3,Champions
164,4,10901,3,3,4,3,4,Loyal Customer
217,5,10171,3,4,4,3,0,Potential Loyalist
454,2,4785,2,1,2,4,2,Hibernating
57,4,12385,5,3,4,0,3,Champions
375,3,4226,2,2,2,4,2,About to Sleep
478,4,1990,1,3,1,1,1,Hibernating
89,3,3384,4,2,1,2,0,Potential Loyalist
577,4,7852,1,3,3,4,2,About to Sleep
54,5,6388,5,4,2,0,3,Champions
182,5,21140,3,4,5,3,4,Loyal Customer
551,2,4737,1,1,2,1,1,Hibernating
84,4,7701,4,3,3,3,0,Potential Loyalist
152,4,6863,3,3,3,2,0,Potential Loyalist
42,5,6917,5,4,3,0,3,Champions
73,5,13179,4,4,4,3,3,Champions
512,5,16528,1,4,5,2,0,About to Sleep
770,1,122,1,1,1,1,1,Hibernating
159,6,14651,3,5,5,3,3,Champions
75,2,3747,4,1,1,4,2,About to Sleep
283,6,16360,2,5,5,3,0,Potential Loyalist
437,2,6979,2,1,3,4,2,About to Sleep
591,2,6555,1,1,2,1,1,Hibernating
122,4,7406,4,3,3,3,0,Potential Loyalist
362,4,8600,2,3,3,2,0,About to Sleep
61,6,18612,5,5,5,0,3,Champions
68,3,10203,4,2,4,3,4,Loyal Customer
756,3,3452,1,2,1,1,1,Hibernating
79,5,7698,4,4,3,3,3,Champions
296,5,12545,2,4,4,2,0,Potential Loyalist
125,3,5631,4,2,2,2,0,Potential Loyalist
243,3,5323,3,2,2,4,2,About to Sleep
289,4,6178,2,3,2,4,2,About to Sleep
418,4,8920,2,3,3,2,0,About to Sleep
540,1,1595,1,1,1,1,1,Hibernating
424,2,5765,2,1,2,4,2,Hibernating
226,4,13387,3,3,4,3,4,Loyal Customer
83,6,13699,4,5,5,0,3,Champions
